Date,Close,High,Low,Open,Volume
11/9/2020,5526.541504,5627.663584,5464.988933,5539.73134,82739500
11/10/2020,5698.008301,5803.526973,5610.076074,5623.265908,191073500
11/11/2020,5750.768555,5772.751615,5698.00921,5750.768555,131383500
11/12/2020,5645.25,5711.199182,5632.060164,5636.456776,83082500
11/13/2020,5618.871094,5671.630447,5557.318515,5645.25077,82374500
11/16/2020,5698.008301,5702.404912,5614.472685,5702.404912,54905000
11/17/2020,5759.562012,5772.751848,5706.802665,5715.595889,119784000
11/18/2020,5777.148438,5781.54505,5750.768764,5759.561989,99789000
11/19/2020,5816.718262,5838.701324,5728.786013,5733.182625,147346500
11/20/2020,5803.528809,5847.494936,5759.562681,5838.70171,68468500
11/23/2020,5803.528809,5812.322034,5759.562681,5803.528809,75265500
11/24/2020,5772.751465,5803.527748,5755.165017,5803.527748,72349500
11/25/2020,5636.45752,5790.338965,5610.077843,5785.942352,170140500
11/26/2020,5698.008301,5706.801523,5539.730292,5583.696406,64339000
11/27/2020,5614.474121,5706.802983,5610.077509,5698.009758,87361500
11/30/2020,5456.195801,5627.663678,5394.643229,5614.473842,393091500
12/1/2020,5623.267578,5658.440479,5469.386135,5469.386135,114563500
12/2/2020,5671.629883,5702.406169,5574.904412,5680.423107,93897500
12/3/2020,5680.422363,5737.578316,5649.646081,5715.595257,98210000
12/4/2020,5618.871094,5684.820285,5592.491417,5680.423672,64995500
12/7/2020,5733.182129,5785.941474,5698.009232,5715.595681,96636000
12/8/2020,5706.802734,5733.182408,5649.646775,5733.182408,70561500
12/10/2020,5799.058105,5821.107756,5768.188595,5812.287896,151420500
12/11/2020,5940.17627,5979.865643,5816.698218,5821.108148,214160000
12/14/2020,6015.14502,6023.96488,5993.095368,5997.505298,179785500
12/15/2020,5988.68457,6085.703024,5825.51717,6023.964008,164024500
12/16/2020,6129.803223,6129.803223,6032.784754,6050.424476,138674000
12/17/2020,6116.573242,6173.902335,6015.144847,6143.032824,91920000
12/18/2020,5997.504883,6116.572994,5957.815512,6116.572994,147238500
12/21/2020,6023.964844,6076.884008,5997.505262,6076.884008,93692500
12/22/2020,5922.536133,6015.144665,5918.126203,5944.585783,61790500
12/23/2020,5931.356445,6090.113941,5838.747906,6090.113941,76948000
12/28/2020,5979.864746,6015.144184,5874.026432,5988.684606,60234000
12/29/2020,5966.635742,6006.325115,5944.586091,5975.455603,34212500
12/30/2020,5971.04541,5997.504991,5909.306388,5997.504991,52675500
1/4/2021,6028.375,6046.014722,5926.946598,5997.505486,47937000
1/5/2021,6253.280273,6253.280273,6041.603649,6050.423509,104831000
1/6/2021,6125.39209,6240.050257,6068.063006,6218.00061,89753500
1/7/2021,6143.032715,6218.001528,6094.523483,6173.902226,71360000
1/8/2021,6218.002441,6244.462026,6151.853479,6204.772649,75033500
1/11/2021,6478.1875,6491.417291,6301.790291,6306.200221,169034500
1/12/2021,6315.02002,6509.056948,6315.02002,6478.187436,95235000
1/13/2021,6279.741211,6416.44906,6235.641905,6389.989477,76581500
1/14/2021,6191.541992,6253.281015,6169.492341,6218.001573,89319500
1/15/2021,6134.212891,6262.100866,6032.784496,6257.690936,89853500
1/18/2021,6279.741211,6284.151142,6037.195027,6134.2135,86343000
1/19/2021,6257.691406,6279.741059,6178.312657,6279.741059,73777000
1/20/2021,6257.691406,6434.088627,6235.641754,6319.430434,107216000
1/21/2021,6240.05127,6438.49813,6226.821479,6420.858409,66428000
1/22/2021,6244.460938,6315.019818,6240.051007,6240.051007,80829000
1/25/2021,6204.771973,6350.299674,6173.90246,6350.299674,76836500
1/26/2021,6015.14502,6173.902513,6015.14502,6134.213139,98658000
1/27/2021,5988.68457,6112.162603,5913.715765,6015.144149,97920000
1/28/2021,6085.703125,6107.752774,5988.684669,5988.684669,104627000
1/29/2021,5962.225098,6173.901728,5962.225098,6085.703132,132762500
2/1/2021,6015.14502,6103.343627,5816.698153,5962.225855,113129000
2/2/2021,5997.504883,6156.262365,5997.504883,6143.032575,86741000
2/3/2021,6019.555176,6173.902744,6019.555176,6173.902744,67291000
2/4/2021,6046.014648,6173.902632,6028.374927,6103.343744,80950500
2/5/2021,6098.933594,6129.803106,6046.01443,6059.244221,51602000
2/8/2021,6103.34375,6222.411872,6068.064306,6218.001942,45604000
2/9/2021,6156.263184,6200.36249,6134.21353,6173.902906,75574000
2/10/2021,6103.34375,6218.001942,6085.704028,6218.001942,44984500
2/11/2021,6068.064453,6160.672995,6032.785009,6160.672995,36926000
2/15/2021,5997.504883,6076.883624,5926.946002,6023.964463,83922000
2/16/2021,6120.98291,6125.39284,6023.964449,6068.06375,47221000
2/17/2021,6085.703125,6138.622283,6041.603827,6076.883265,66011500
2/18/2021,5940.17627,6085.703973,5940.17627,6041.604669,91204000
2/19/2021,6019.555176,6041.604828,5962.226079,5979.865801,70487500
